date,title,link,content
2023-11-08 11:32:08,택시 '보이스피싱 검거 일등공신'…범인 검거 잇따라,https://n.news.naver.com/mnews/article/003/0012195818?sid=102,"[




[제천=뉴시스] 이도근 기자 = 택시기사의 기지와 경찰의 침착한 대응으로 전화금융사기(보이스피싱) 피해를 잇따라 막아내 화제다.충북 제천경찰서에 따르면 보이스피싱 현금수거책 A(여·48)씨는 지난달 23일 오후 2시30분께 제천시 장락동 한 공원 주차장에서 피해자 B(51)씨를 만나 현금 1450만원을 받아 가로챈 뒤 택시를 타고 대전으로 달아나려다 검거됐다.택시가 이미 고속도로로 나간 상황에서 경찰은 콜센터를 통해 택시기사와 연락, A씨가 보이스피싱 피의자임을 알렸다. 이어 택시기사를 통해 ""지금 자수하면 더 큰 범죄를 막을 수 있다""고 A씨를 설득했다. 택시기사와 경찰의 설득에 A씨는 결국 자수를 결심했다. 경찰은 A씨를 사기(방조) 혐의로 붙잡아 검찰에 불구속 송치했다.택시기사의 기지로 보이스피싱 피해를 예방한 것은 이 뿐만이 아니다.경찰은 앞서 보이스피싱으로 가로챈 돈을 총책에게 넘기려 한 C(28)씨도 사기 혐의로 붙잡아 불구속 기소의견으로 송치했다.C씨의 조직은 금융기관 직원 행세를 하며 '일시 상환하면 금리가 낮은 대출상품으로 바꿔주겠다'는 방식으로 보이스피싱을 한 것으로 조사됐다.이에 속은 피해자 D(여·53)씨로부터 제천시 하소동 도로에서 현금 1000만원을 가로채 총책에게 넘기려던 C씨는 경찰과 택시기사의 기지로 검거됐다.경찰은 현장에 설치된 방범용 CC(폐쇄회로)TV를 검색해 C씨가 탄 택시를 확인하고, 택시기사와 연락해 고속도로 휴게소에서 C씨를 검거했다.이 과정에서 택시기사의 기지가 빛났다.경찰의 요청을 받은 택시기사는 ""LPG가스를 넣겠다"", ""차량이 이상하다. 고장난 것 같다""며 시간을 끌었고, 긴급 출동한 고속도로순찰대는 영동고속도로 한 휴게소에서 C씨를 붙잡았다.경찰 관계자는 ""보이스피싱 수거책들이 추적을 피하기 위해 주로 택시를 이용하는 점에 착안해 택시를 확인하는데 수사력을 집중했다""며 ""그 결과 빠른 시간 내 피의자들을 검거하고, 피해금도 모두 되찾을 수 있었다""고 설명했다．
]"
2023-11-09 12:28:16,"광주 광산경찰, 보이스피싱 피해 예방 은행원에 감사장",https://n.news.naver.com/mnews/article/421/0007165022?sid=102,"[




9일 오전 강일원 광주 광산경찰서장(가운데)이 보이스피싱 피해 예방 은행원에게 감사장을 수여한 뒤 기념사진을 찍고 있다. (광주 광산경찰 제공) 2023.11.9/뉴스1(광주=뉴스1) 이승현 기자 = 광주 광산경찰서는 9일 보이스피싱 피해를 예방한 은행원에게 감사장을 수여했다. 은행원 A씨는 지난 1일 오후 3시57분쯤 피해자가 은행에서 2850만원을 인출하는 것을 수상히 여겨 경찰에 보이스피싱 신고를 했다. 피해자는 이른바 저금리 대환대출에 속아 현금을 인출하려했던 것으로 나타났다.강일원 광산경찰서장은 ""금융기관 종사자의 신고로 피해를 막을 수 있었다""고 말했다.
		]"
2023-11-08 12:25:20,보이스피싱 관련 전화 상담하는 직원,https://n.news.naver.com/mnews/article/001/0014316833?sid=102,"[




    (서울=연합뉴스) 신현우 기자 = 8일 서울 종로구 범정부 합동 전기통신금융사기 통합신고대응센터에서 직원이 전화 상담을 하고 있다.    보이스피싱 피해 시 112에 신고 전화를 하면 사건 접수부터 악성 애플리케이션(앱) 차단과 지급정지 등 후속 피해구제 절차가 자동으로 이뤄진다. 2023.11.8    nowwego@yna.co.kr
]"
2023-11-08 17:55:01,"""보이스피싱 신고는 112""…통합신고센터 하루 1000건 상담 '구슬땀'",https://n.news.naver.com/mnews/article/018/0005615264?sid=102,"[
8일 112 보이스피싱 통합신고대응센터 가보니개소 후 4만건 넘는 신고상담…26명 근무신속한 데이터화로 범죄예방 활용도 기대[이데일리 손의연 기자] “전형적인 보이스 피싱 수법입니다. 조치를 안내해드릴게요.”



8일 서울 종로구 경찰청교육장에 마련된 전기통신금융사기 통합신고대응센터에서 관계자들이 업무를 보고 있다. 지난 9월 국무조정실, 금융위원회, 경찰청, 방송통신위원회, 과학기술정보통신부, 금융감독원 등이 합동 개설한 전기통신금융사기 통합신고대응센터는 한 번의 신고로 사건처리와 피해구제까지 원스톱으로 처리한다. (사진=뉴스1)8일 오전 서울시 종로구에 위치한 전기통신금융사기(보이스피싱) 통합신고대응센터를 찾았다. 긴박한 목소리의 신고 전화가 빗발치는 가운데 상담원들은 차분하게 신고를 접수하고 대응 절차를 안내하는 모습이었다. 사무실 내 설치된 모니터는 신고 현황을 실시간으로 업데이트해 보여주고 있었다.앞서 경찰청과 방송통신위원회 등 관계부처와 금융감독원, 한국인터넷진흥원 등 유관기관, 통신 3사 등은 보이스피싱 범죄에 대응하는 통합신고대응센터를 개설했다. 기존 보이스피싱 피해 신고는 경찰, 금융감독원, KISA 등으로 나뉘어 있어 절차가 번거로웠는데 시민의 불편함을 해소하고자 신고를 일원화한 것이다.센터는 보이스피싱 신고부터 피해구제까지 모든 절차를 담당하고 있다. 이곳엔 경찰관 11명과 임기제 공무원 8명, 금감원 직원 3명과 KISA 직원 3명, 방통위 직원 1명 등 총 26명이 합동근무하고 있다. 통신 3사 직원 6명도 상주하며 유기적인 대응을 지원한다. 보이스피싱 피해 신고가 센터로 인계되면 상담원이 △피해구제 △범행수단 차단 △추가 예방 등을 상세히 설명한다.센터가 개소한 지난달 4일부터 현재까지 접수된 보이스피싱 신고·상담 건수는 4만152건에 달한다. 하루 평균 1000건 이상 상담이 들어오고 있으며, 직원 1인당 하루 70여 건의 상담을 처리한다.경찰 관계자는 “후속상담이 늘어나고, 센터가 알려지면서 상담건수는 계속 증가할 것으로 예상된다”며 “이에 따라 포기 건수를 줄이기 위해 상담시간을 줄이기 위한 형식적인 상담이 이뤄질 수도 있어 적절한 인력, 시간 유지가 필요할 것”이라고 짚었다.센터로 보이스피싱 신고를 일원화하면서 보이스피싱 범죄를 신속하게 데이터화해 분석할 수 있게 됐다. 경찰은 수집된 데이터를 유관기관에 공유해 범죄예방에 활용할 수 있을 것으로 기대하고 있다.신고창구를 일원화한 이후(9월 18일~10월 27일) 보이스피싱 신고·제보 건수는 2만1540건으로, 같은 기간 피해 사건(1543건)의 14배에 달했다. 경찰은 최소 14배 이상의 미수 범죄가 존재하는 것으로 파악하고 있다. 죄종 별로는 보이스피싱이 34%로 가장 많았고, 미끼문자가 25%, 단순상담이 21% 순이었다. 발생유형 별로는 기관사칭과 금융기관 사칭형이 66%로 가장 비중이 높았고, 스미싱이 19%로 뒤를 이었다.경찰은 신고를 통해 신종 유형의 범죄도 찾아내고 있다. 경찰은 센터 내 전화상담 시스템에 ‘신종사기’코드를 추가해 새롭게 등장하는 수법과 미끼 단어를 관리해 상담 및 분석에 활용할 방침이다.경찰 관계자는 “기존 통상 한 달에 한 번 정도 보이스피싱을 분석한 보도자료가 나왔다면, 지금은 매일 데이터를 받아볼 수 있는 것”이라며 “분기별 1회 또는 수시로 최신 유행 수법과 신변종 수법 등을 분석해 예·경보를 발령하는 것을 추진 중”이라고 설명했다.
]"
2023-11-09 11:00:00,'보이스피싱 일망타진' 수사팀 등 특별승진 추천 대상 선정,https://n.news.naver.com/mnews/article/277/0005338343?sid=102,"[
사상 최초 경정·팀 특진 5개 팀 20명 선발경찰이 1800여명의 피해자로부터 1500억원을 뜯어낸 보이스피싱 조직을 일망타진한 수사팀을 비롯해 모두 5개 팀을 특별승진 추천 대상자로 선발했다.



경찰청 국가수사본부는 8일 경정·팀 특진 심사위원회를 열고 5개 팀 20명을 특진 추천 대상자로 선정했다. [사진제공=경찰청]9일 경찰청 국가수사본부는 전날 열린 경정·팀 특진 심사위원회에서 대전 유성경찰서 곽제준 경감을 경정 특진 추천 대상자로 선발하는 등 5개 팀 20명을 특진 추천 대상자로 선정했다고 밝혔다. 경정·팀 단위 특진이 이뤄지는 것은 이번이 경찰 역사상 처음이다.그간 경찰청은 국민 눈높이에 맞는 수사 품질을 갖추기 위해 개별 수사관 한 명의 수사가 아닌 팀 전체의 수사로 전환하고, 수사역량과 의지가 검증된 팀장이 팀원들과 함께 합심해 역량을 발휘하는 ‘팀장 중심 수사 체계’를 구축하기 위해 노력해 왔다.이번 특진 심사위원회는 전국 시·도경찰청의 추천을 받아 국가수사본부 각 국·관별 심사를 거쳐 선발된 총 16개 수사팀을 대상으로 열렸다. 경찰청·시도경찰청·경찰서 등 60여명의 참관단이 지켜보는 가운데 기존의 통상적인 심사위원회 방식이 아닌 팀장이 각 팀의 공적을 PPT, 동영상 등으로 직접 발표하는 경진대회 방식으로 진행됐다.우종수 국가수사본부장이 직접 심사위원장을 맡고, 법조인·교수·언론인 등 외부위원이 포함된 심사위원회는 심사를 거쳐 공적이 우수한 5개 팀을 선발했다. 그 결과 경정 특진자 3명을 포함해 총 20명(경정 3·경감 4·경위 6·경사 6·경장 1명)을 특진 추천 대상으로 선정했다.2017년 12월부터 지난 4월까지 검찰과 금융감독원 직원 등을 사칭하며 5439건의 보이스피싱 범죄를 저지르고 1891명으로부터 1500억원을 가로챈 콜센터 조직원 44명을 검거하고, 이 가운데 12명을 구속한 충남경찰청 반부패·경제범죄수사대 6팀 안정엽 경위(팀장) 등 팀원 4명이 특진 추천 대상자로 선정됐다.이외에도 경기 의정부경찰서 교통과 교통조사1팀, 경기 안산단원경찰서 여성청소년과 여청수사1팀, 부산 동래경찰서 형사과 강력범죄수사1팀, 대전 유성경찰서 수사과 사이버범죄수사팀 등이 특진 추천 대상자로 선정됐다.윤희근 경찰청장은 조만간 가족과 동료들이 참석한 가운데 경정 특진·팀 특진 대상자에 대해 임용식을 개최할 예정이다.
]"
2023-11-09 11:32:09,"경찰, 사상 첫 전원특진팀 선정...‘피해액 1500억’ 보이스피싱 조직 소탕",https://n.news.naver.com/mnews/article/016/0002222426?sid=102,"[
충남경찰청 반부패수사대 6팀총 5팀 20명 특별승진 선발돼



경찰 역사상 처음으로 전원 특진을 한 5팀 중 하나인 충남경찰청 반부패수사대 6팀. 왼쪽부터 최석용 경장, 김현준 경장, 팀장인 안정엽 경위, 송해림 경장, 박소연 경사 [경찰청 제공]“20개월 간 추적 끝에 중국 항저우에서 전화금융사기(보이스피싱) 조직을 검거했죠. 7년 동안 이 조직이 뜯어낸 돈만 1490억원이었습니다.”9일 경찰청 국가수사본부는 전날 경정·팀 특진 심사위원회를 열고 경찰 역사상 처음으로 팀 전원 특진 대상자를 선발했다.선발된 팀은 충남경찰청 반부패수사대 6팀을 비롯해 대전경찰청 유성서 사이버팀, 부산경찰청 동래서 강력 1팀, 경기남부청 안산대원서 여청수사1팀, 경기북부청 의정부서 교통조사1팀으로, 총 20명이 특별선발됐다.이 중 충남청 반부패수사대 6팀은 보이스피싱 피해액 중 역대 최대 규모인 1490억원을 가로챈 보이스피싱 일당을 소탕한 피싱 전문 수사팀이다. 해당 일당의 피해자는 통 1887명으로, 경찰은 조직원 41명을 검거하고 12명을 구속했다.특진대상 팀은 보이스피싱 범인을 제대로 찾기 위해 2017년부터 보이스피싱 음성파일을 주기적으로 확보 후 피싱 목소리 데이터베이스(DB)를 구축했다. 그리고 성문분석을 실시함으로써 조직 특정 및 여죄수사에 결정적으로 활용했다.이번 특진대상 심사는 국가수사본부장이 직접 위원장을 맡고, 법조인·교수 등 외부위원이 참가했다. 경찰청 관계자는 “단 건이 아닌 일정 기간의 누적된 공적을 기본으로 중요도와 난이도, 기여도 등을 종합적으로 평가했다” 고 총평했다. 김빛나 기자
]"
2023-11-09 14:25:02,보이스피싱 당한 고객 돈 지켜준 제주 남문농협 직원,https://n.news.naver.com/mnews/article/001/0014320247?sid=101,"[




제주 남문농협 이유빈 계장[농협제주본부 제공. 재판매 및 DB 금지]    (제주=연합뉴스) 김호천 기자 = NH농협은행 직원이 기민한 대처로 보이스피싱 당한 고객의 재산을 지켜줬다.    9일 NH농협은행 제주본부에 따르면 제주시 남문지점 이유빈(28) 계장은 7일 한 지점을 찾아온 고객으로부터 공인인증서 발급 및 인터넷뱅킹 이체 한도를 높여달라는 다급한 요청을 받았다.    횡설수설하는 모습을 이상히 여긴 이 계장은 업무 진행을 위해 휴대전화를 보여달라고 한 뒤 휴대전화에 저축은행을 빙자한 악성 애플리케이션이 설치된 것을 확인했다.    이어 고객으로부터 '유선 전화 통화 후 발송된 문자 링크를 통해 설치했다'는 말을 듣고, 보이스피싱임을 확신해 최근 농협에서 시행한 '112 신고 자동화 시스템'을 통해 신고했다.    이 계장이 시간을 끄는 사이에 경찰들이 찾아와 고객에게 상황 설명을 하고, 악성 앱을 지운 뒤 집으로 돌아가도록 조치했다.    경찰 조사 결과 해당 고객은 아주 저렴한 이자로 대환 대출을 해주고 신용을 회복시켜 추가 대출도 해주겠다는 내용의 전화를 받고, 1천100만원을 이체하려고 했던 것으로 파악됐다.    112 신고 자동화 시스템은 사기 피해자 의심 고객이 찾아왔을 때 직접 112로 전화 신고를 하는 대신 컴퓨터 금융업무시스템에 신고 내용과 금융 점포의 위·경도 좌표 등 표준화된 형식으로 경찰에 신고하는 것이다.    khc@yna.co.kr
]"
2023-11-08 18:36:50,적극행정 우수사례 대상에 '보이스피싱 음성분석모델' 등 6건(종합),https://n.news.naver.com/mnews/article/001/0014318149?sid=102,"[
최우수상은 경찰청 '스마트폰 지문식별 시스템 개발' 등 11건



2022 적극행정 우수사례 경진대회(서울=연합뉴스) 24일 오후 정부세종청사에서 개최된 '2022 적극행정 우수사례 경진대회' 시상식에서 수상자들이 기념 촬영하고 있다. 2022.11.24 [개인정보보호위원회 제공. 재판매 및 DB 금지] photo@yna.co.kr(서울=연합뉴스) 김은경 기자 = 보이스피싱 용의자들의 목소리를 분석해 수사에 기여하는 행정안전부의 '보이스피싱 음성분석 모델' 등이 올해 적극행정 우수사례 대상을 받았다.    행정안전부와 인사혁신처는 8일 '2023 적극행정 우수사례 경진대회' 본선 심사 및 시상식을 개최했다.    이번 대회에서는 중앙, 지자체, 공공기관, 지방공사·공단 등 289개 기관에서 제출한 570여 건의 사례 중 17건이 본선에 진출했다.     최종 순위는 국민심사단의 사전 현장심사(30%)와 전문가 심사(50%), 국민투표단의 실시간 온라인 투표(20%) 점수를 합산해 결정됐다.    공개모집을 통해 선발된 400여 명의 국민투표단과 현장에 참석한 10명의 전문가는 인사처TV로 실시간 중계되는 발표 영상을 본 뒤 각각 투표와 심사를 해 대상과 최우수상을 선정했다.    대상은 행안부 '보이스피싱 음성분석 모델'과 경기교통공사의 '규제특례를 통한 신교통수단 적극 도입' 등 6건이 차지했다.    최우수상은 경찰청의 '스마트폰 지문식별 시스템 개발' 등 11건이 받았다.    이번 대회는 국민이 참여해 적극행정 사례를 선정하는 방식으로 진행돼 의미를 더했다.    본선에 진출하지 못했지만 우수 행정으로 꼽힌 우수상은 ▲ 버스승강장 정차안전장치 시스템 구축(경기도 의정부시) ▲ 농촌지역 맞춤형 대중교통 모델 제시(전북 완주군) ▲ 복지 사각지대 위기가구를 우체국 집배원이 발굴(과기부·부산 영도구) 등 총 39건이 받았다.    한편 이번 경진대회에는 적극행정을 추진했지만 아쉽게 성과를 내지 못한 지역아동센터 석면환경 개선사업(한국환경공단) 등 '모범 실패사례'도 3건 선정됐다.    이날 최종 입상한 사례들은 사례집, 카드뉴스 등 다양한 방식의 교육·홍보 콘텐츠로 제작돼 활용될 예정이다.     bookmania@yna.co.kr
]"
2023-11-05 09:01:14,5년간 108억 뜯은 보이스피싱 '민준파' 총책. 징역 35년,https://n.news.naver.com/mnews/article/003/0012188926?sid=102,"[
20억원 추징…부총책도 징역 27년 선고보이스피싱 사건 중 역대 최장기형 해당금융기관 사칭 저금리 대출 미끼로 범행대포계좌로 편취금 받은 후 환전상 거쳐



[서울=뉴시스] 필리핀에 거점을 두고 활동하며 500여명으로부터 100억원 이상을 뜯어낸 대규모 보이스피싱 조직 '민준파' 총책이 1심에서 징역 35년형을 선고받았다. 사진은 경찰청이 지난해 10월20일 인천 중구 인천국제공항을 통해 민준파 총책 30대 A씨와 부총책 B씨를 강제 송환하고 있는 모습. (사진=경찰청 제공) 2022.10.20. photo@newsis.com *재판매 및 DB 금지[서울=뉴시스]박광온 기자 = 필리핀에 거점을 두고 활동하며 500여명으로부터 100억원 이상을 뜯어낸 대규모 보이스피싱 조직 총책이 1심에서 징역 35년을 선고받았다. 이는 보이스피싱 사건 중 역대 최장기형에 해당한다.5일 법조계에 따르면, 서울동부지법 형사11부(부장판사 김병철)는 지난 3일 특정경제범죄가중처벌법 위반(사기), 범죄수익은닉규제법 위반 혐의로 기소된 총책 A(37)씨에게 징역 35년을 선고하고 20억원 추징을 명령했다. 아울러 부총책인 B(31)씨에게도 징역 27년과 추징금 3억원을 내렸다.이들은 지난 2017년 12월부터 2021년 12월까지 저금리 대환대출을 해주겠다는 식으로 속여 피해자 560명에게서 총 108억여원을 편취한 혐의를 받는다. 검찰 공소 사실에 따르면, A씨는 필리핀 내 기존 보이스피싱 조직원으로 활동하다가 총책이 검거되자 2017년 필리핀 마닐라를 거점으로 소위 '민준파'를 새롭게 조직했다.이후 66명의 조직원을 구성한 뒤 전화 상담책과 인출책, 환전책 등으로 나눠 조직적으로 움직였던 것으로 드러났다. 특히 전화 상담책만 10여개 팀으로 구성됐던 것으로 파악됐다.이후 소액 대출을 원하는 서민층을 대상으로 '저금리 대환대출' 문자를 보낸 뒤 전화를 걸어온 피해자들에게 ""기존 대출 이자보다 싼 이자로 갈아탈 수 있게 도와주겠다""는 식으로 거짓말을 했다. 이들은 기존 대출금 변제 명목 등으로 편취금을 입금받았으며, 피해자들은 개인당 평균 1000~2000만원의 피해를 입었다고 한다.특히 대포계좌를 통해 사기 피해금을 입금받은 후 중국 환전상을 거쳐 필리핀 화폐로 환전해 범죄 수익금을 챙겼던 것으로 조사됐다. 민준파에 대한 첩보를 입수한 경기남부경찰청 수사팀은 조직원들을 특정해 범죄단체조직죄와 사기 혐의 등으로 국내에 있던 이들을 순차적으로 검거했다. 이후 필리핀에 있던 A씨 등 핵심 인물들은 국제공조를 통해 지난해 10월 국내로 강제 송환했다.사건을 넘겨받은 서울동부지검 보이스피싱 합동수사단(단장 김수민)은 보완 수사 등을 통해 단순사기죄 혐의로 송치된 이들에 대해 특경법상 사기죄로 혐의를 변경해 적용했다. 합수단은 범행 횟수 및 방법 등에 비춰 포괄일죄인 상습사기에 해당하고 피해금 총액이 5억 원 이상인 점 등을 혐의 변경 사유로 들었다.또 계좌분석 등을 통해 범죄수익을 대포계좌로 받아 은닉한 사실도 밝혀 이들에게 범죄수익은닉규제법 위반죄도 적용했다.이후 합수단은 지난해 11월15일 A씨와 B씨를 구속 기소 후, 1심 결심 공판에서 A씨에게 징역 40년과 추징 20억원을 구형했다. 또 부총책인 B씨에게도 징역 30년과 추징 3억원을 선고해달라고 요청했다.이들 외에도 검거된 민준파 조직원 40명 중 23명은 유죄판결이 확정됐으며 17명은 재판 중이거나 수사 중에 있는 것으로 전해졌다. 또 해외에 있는 나머지 조직원의 경우 체포영장을 발부받아 지명수배 후 추적 중이다.합수단은 ""앞으로도 서민들에게 큰 고통을 주는 보이스피싱 사범들을 철저히 수사함으로써 보이스피싱 범죄로부터 국민의 재산을 안전하게 지켜내고, 죄에 상응하는 중형이 선고되도록 최선을 다하겠다""고 밝혔다．
]"
2023-11-09 14:48:23,"광주 광산경찰서, 보이스피싱 피해 예방 은행원 감사장",https://n.news.naver.com/mnews/article/277/0005338508?sid=102,"[
			광주 광산경찰서가 보이스피싱 예방에 기여한 신한은행 은행원에게 감사장을 수여했다고 9일 밝혔다.



은행원은 지난 1일 신한은행 수완지점에서 저금리 대환대출을 해주겠다는 문자에 속은 피해자가 현금 2850만원을 인출하는 것을 목격했다.말투와 행동을 수상히 여겨 경찰에 신고해 보이스 피싱 피해를 예방했다.경찰 관계자는 ""최근 광산구 내 대환대출, 수사기관 등을 사칭한 보이스 피싱 범죄가 다수 발생하고 있어 주의가 필요하다""고 당부했다.
]"
